Job Title,Job Description,Job Skills,,,,,,,,,,,,,,,,,,,,,,,
Social Media Executive,"This position involves developing and implementing social media strategies that align with marketing and business objectives while defining target audiences and creating tailored content plans for various platforms. The candidate will stay updated on industry trends, generate engaging content, and maintain a content calendar to ensure consistent posting. Monitoring performance metrics, managing paid advertising campaigns, and providing insights based on analytics are key responsibilities, along with training internal teams on effective social media strategies.","Social Media Strategy Development, Content Planning, Trend Analysis, Content Creation, Content Calendar Maintenance, Social Media Scheduling Tools, Performance Analysis, Report Generation, Data Analytics, Paid Advertising, Budget Management, Profile Optimization, Brand Messaging",,,,,,,,,,,,,,,,,,,,,,,
Social Media Executive,"This role focuses on generating leads through social media platforms such as Facebook and Instagram while achieving set daily and monthly targets. The candidate will be responsible for researching and maintaining a lead generation database, contacting prospects to qualify leads, and conducting customer research. Additionally, they will need to develop a strong knowledge of the company’s products and services to facilitate the sales process.","Lead Generation, Customer Research, Sales Process Knowledge, Communication Skills, Typing Skills, Microsoft Office, Social Media Management",,,,,,,,,,,,,,,,,,,,,,,
Social Media Executive,"This role involves developing and managing content for various social media channels, including Facebook, Instagram, and YouTube, while executing campaigns aimed at boosting engagement and brand awareness. The candidate will analyze performance metrics to optimize strategies and will be responsible for video making and editing. Strong communication and writing skills, along with experience in social media marketing, are essential for success in this position.","Content Development, Social Media Management, Campaign Execution, Performance Metrics Analysis, Video Making, Video Editing, Communication Skills, Writing Skills, Social Media Management",,,,,,,,,,,,,,,,,,,,,,,
Junior Accountant,"The role involves accurately and efficiently entering data into client files while ensuring deadlines are met and maintaining high standards of quality. Key performance indicators include bookkeeping tasks, managing accounts payable and receivable, and keeping documentation aligned with the chart of accounts. Proficiency in advanced Excel and QuickBooks, along with a solid understanding of accounting practices, is essential for success in this position.","Data Entry, Bookkeeping, Accounts Payable, Accounts Receivable, Documentation, Enterprise Resource Planning, Advanced Microsoft Excel, QuickBooks, Accounting Skills",,,,,,,,,,,,,,,,,,,,,,,
Junior Accountant,"The role requires a detail-oriented individual to manage financial data and perform essential accounting tasks using advanced Excel functions. Responsibilities include bank statement reconciliation, invoicing, and payroll processing, along with maintaining compliance with financial regulations. A bachelor's degree in Accounting or Finance is required, along with two years of foundational accounting knowledge and the ability to handle multiple tasks independently.","Advanced Microsoft Excel, Bank Statement Reconciliation, Invoicing Management, Financial Communication, Accounting Principles, Profit and Loss Statements, Ledgers, Balance Sheets, Financial Statements, Payroll Processing, Financial Records Management",,,,,,,,,,,,,,,,,,,,,,,
Junior Accountant,"The position offers a promising career opportunity for individuals eager to advance in the accounting field, focusing on taxation, bookkeeping, and accounts finalization. Candidates should have a Bachelor's degree in Finance, Commerce, or be at least part qualified in Chartered Accountancy, along with 6 months to 1 year of relevant experience.","Taxation, Value Added Tax, Bookkeeping, Accounts Finalization, Client Communication",,,,,,,,,,,,,,,,,,,,,,,
Junior Accountant,"This full-time position involves managing financial tasks including petty cash control and daily expense tracking. Candidates should possess a Bachelor’s degree in Commerce, Business Administration, or a related field, along with 6 months to 1 year of relevant experience. The role offers a great opportunity for individuals looking to develop their accounting skills in a dynamic contracting environment.","Petty Cash Management, Expense Tracking, Financial Reporting, Document Management, Administrative Support",,,,,,,,,,,,,,,,,,,,,,,
Junior Accountant,"The role of Accounts Manager requires a candidate with a Bachelor's degree in Accounting or Finance, along with a strong understanding of accounting principles and taxation. The position involves preparing financial statements, managing accounts payable and receivable, and ensuring compliance with tax regulations while collaborating with various teams for effective decision-making. This opportunity is ideal for someone who thrives in a dynamic environment and is proactive in enhancing financial processes.","Financial Statement Preparation, Journal Entries, Account Reconciliation, Accounts Payable Management, Accounts Receivable Management, Tax Return Preparation, Cash Flow Management, Accounting Software Proficiency, Advanced Microsoft Excel , Spreadsheet Management",,,,,,,,,,,,,,,,,,,,,,,
Junior Accountant,"The Junior Accountant position requires a candidate with a Bachelor’s degree in Commerce and 1 to 2 years of experience in a reputable organization. Responsibilities include coordinating financial transactions, ensuring compliance with tax laws, and supporting external audits while collaborating with internal auditors. Strong management and communication skills are essential, as the role involves interacting with senior leadership and managing resources effectively.","Financial Transaction Coordination, Compliance with Accounting Standards, Internal Audit Collaboration, Tax Law Compliance, Tax Return Preparation, Computerized Accounting, E-Filing, Financial Account Preparation, Accounting Software Implementation, Supervisory Skills, Customer Service Skills",,,,,,,,,,,,,,,,,,,,,,,
Junior Accountant,"The Junior Accountant position offers an excellent opportunity for growth in the accounting and finance field. The role involves managing daily financial transactions, preparing reports, and ensuring compliance with financial regulations. Candidates should possess a Bachelor’s degree in Accounting or Finance and demonstrate strong organizational and communication skills to succeed in this collaborative environment.","Financial Transaction Management, Accounts Payable and Receivable Management, Bank Statement Reconciliation, Financial Reporting, Budgeting and Forecasting, Financial Regulation Compliance, Payroll Processing, External Audit Coordination, Financial Documentation Management",,,,,,,,,,,,,,,,,,,,,,,
Junior Accountant,"This Junior Accountant position is crucial for managing financial tasks and reporting within the organization. The role involves performing bank reconciliations, preparing monthly management reports, and managing inventory records while assisting in budgeting and forecasting activities. Candidates should have a graduation degree and 2 to 4 years of relevant experience to contribute effectively to the team.","Bank Reconciliation, Monthly Management Reporting, Job and Batch Costing, Inventory Management, Budget Preparation and Forecasting",,,,,,,,,,,,,,,,,,,,,,,
Junior Accountant,"Seeking a competent bookkeeper responsible for accurately recording and maintaining the company's financial transactions while assisting the accountant with various tax submissions. The role involves managing payroll functions, conducting account reconciliations, and maintaining compliance with accounting standards. Candidates should hold a Bachelor's degree in Business Administration or Accounting and possess a minimum of 2 years of bookkeeping experience to thrive in this position.","Payroll Management, Account Reconciliation, General Ledger Maintenance, Accounts Payable Management, Accounts Receivable Management, Financial Reporting, Accounting Policies and Regulations, Advanced Microsoft Excel",,,,,,,,,,,,,,,,,,,,,,,
Junior Accountant,"Seeking a detail-oriented accountant with a minimum of 2 years of experience using QuickBooks Online for managing financial records, including accounts payable and receivable. The role involves conducting cash audits, ensuring data integrity, and providing ad-hoc reporting as needed. Candidates must have strong communication skills, accounting knowledge, and the ability to work independently in a fast-paced environment.","QuickBooks Online, General Ledger Entries, Accounts Payable and Receivable, Cash Audits, Bank Reconciliation, Expense Monitoring and Categorization, Reporting and Data Analysis, MS Office Proficiency, Microsoft Excel",,,,,,,,,,,,,,,,,,,,,,,
Junior Accountant,"A full-time position is available for a Payroll Processor responsible for collecting and verifying timekeeping information, calculating pay for multiple clients, and maintaining accurate payroll records. Candidates should have a Bachelor's degree and at least one year of experience in offshore payroll accounting. Proficiency in Excel and QuickBooks is required, along with the ability to work the evening shift.","Payroll Processing, Timekeeping Verification, Calculation of Pay, Payroll Record Maintenance, Updating Payroll Information , Documentation and Record Security, Advanced Microsoft Excel, QuickBooks",,,,,,,,,,,,,,,,,,,,,,,
Senior Accountant,"We are seeking a detail-oriented and self-motivated individual for an accounting role with responsibilities including preparing monthly closings, account reconciliations, and variance analysis for multiple properties. The ideal candidate should have a Chartered Accountant or Certified Public Accountant qualification, a BA/BS in Accounting or Finance, and at least four years of accounting experience, preferably in the commercial real estate industry. Strong analytical skills, proficiency in Excel, and excellent communication abilities are essential.","Monthly Accounting Close Preparation, Account Reconciliations, Accrual Entries, Variance Analysis, Capital Expenditures Monitoring, Annual Budget Coordination and Preparation, Credit Application Processing, CAM, Real Estate Tax, and Insurance Recovery Reconciliations, Accounting Close-Out Work for Tenant Move-Outs, Microsoft Excel, Accounting Software",,,,,,,,,,,,,,,,,,,,,,,
Senior Accountant,"We are looking for a skilled Senior Accountant to join our finance team. The role requires a strong accounting background, excellent analytical abilities, and at least one year of relevant experience. Key responsibilities include preparing and analyzing financial statements, managing accounts payable and receivable, and supporting budget preparation. The ideal candidate should possess a Bachelor's degree or be an ACCA/CA student, demonstrate proficiency in accounting software, and exhibit strong communication skills.","Financial Statement Preparation and Analysis, Compliance with Accounting Principles and Regulations, Accounts Payable and Receivable Management, Monthly Reconciliations, Audit Assistance, Budget Preparation and Variance Analysis, Proficiency in Accounting Software, QuickBooks, SAP, Advanced Microsoft Excel",,,,,,,,,,,,,,,,,,,,,,,
Senior Accountant,"We are seeking an experienced accountant to maintain books of accounts, prepare and file sales tax returns, and generate financial reports, including profit and loss statements and balance sheets. The candidate should hold a Bachelor’s degree in Accounting or Finance, preferably with ACCA, CA, or CMA qualifications, and have over five years of experience in a similar role. Proficiency in accounting software and strong tax knowledge are essential.","Bookkeeping, Account Reconciliation, Sales Tax Preparation and Filing, Financial Reporting, Audit Preparation Support, Regulatory Compliance, QuickBooks, SAP, Advanced Microsoft Office, Strong Tax Knowledge, Analytical Skills",,,,,,,,,,,,,,,,,,,,,,,
Senior Accountant,"The division seeks an accountant responsible for processing invoices, managing bank transactions and reconciliations, and assisting with monthly closings. The ideal candidate should have a BS in Finance, Accounting, or Business Administration and be proficient in handling AR/AP processes, ledger management, and Excel. A high degree of accuracy, attention to detail, and ability to meet tight deadlines is essential.","Accounts Processing, Bank Transactions, Reconciliations, Ledger Management, Invoice Posting, Batch Processing, Cash Receipts Processing, Vendor Payments Processing, Financial Records Management, Accounting Figures Calculation, Monthly Closing, Reporting Support, Audit Support, Microsoft Excel, Bookkeeping, Accounting Principles",,,,,,,,,,,,,,,,,,,,,,,
Senior Accountant,"This role requires an experienced accountant with over 3 years in general accounting within a corporate, preferably MNC, environment. Key responsibilities include managing reserves, assets, and expenditures, supporting financial and tax audits, and monitoring internal controls. A bachelor’s degree in accounting or finance is required, with ACCA or a master’s in accountancy preferred. Proficiency in QuickBooks, strong analytical skills, and attention to detail are essential.","QuickBooks, Detail-oriented, organizational skills, Deadline management, Independent, collaborative work skills, Analytical, problem-solving abilities, internal controls, auditing support",,,,,,,,,,,,,,,,,,,,,,,
Senior Accountant,"The role of Accountant demands spanning financial record-keeping, accounts management, and tax compliance. Candidates should be comfortable with preparing VAT and corporation tax returns per HMRC guidelines, conducting compliance audits, and providing insights for management decisions. ACA or ACCA qualification is preferred, along with 2-3 years of accounting experience and proficiency in tools like QuickBooks, Xero, or Sage. Strong analytical and communication skills are essential, and multilingual abilities are advantageous.","UK GAAP, UK accounting standards, QuickBooks, Xero, Sage proficiency, Accounts payable and receivable management, VAT and corporation tax filing , Financial analysis, reporting, Budgeting, forecasting, financial planning",,,,,,,,,,,,,,,,,,,,,,,
Senior Accountant,"Seeking an experienced Accountant. Key responsibilities include managing ERP-based accounting processes with precision and maintaining accurate financial records. The ideal candidate will bring at least three years of ERP experience, strong attention to detail, and clear communication skills for client interactions. This position requires a Bachelor’s degree in Accounting or Finance and an eagerness to learn and adapt within the role.","ERP proficiency, Detailed orientation, Accuracy, understanding of accounting terminologies",,,,,,,,,,,,,,,,,,,,,,,
Senior Accountant,"Seeking an experienced Senior Accountant to join team. This role involves preparing financial statements, conducting bank reconciliations, managing budgets, forecasting, and maintaining accounting records. The ideal candidate will bring 2-4 years of experience in accounting, inventory management, and bookkeeping, with proficiency in ERP/SAP and a strong understanding of GAAP/IFRS standards. Candidates should also have strong analytical, problem-solving, and interpersonal skills and be able to work in a fast-paced, team-oriented environment.","ERP, SAP proficiency, Accounting software expertise, Inventory management, Taxation, Manufacturing costs,Microsoft Excel, Miscrosoft Word, Microsoft Outlook",,,,,,,,,,,,,,,,,,,,,,,
Financial Analyst,"This position involves managing and analyzing settlement discrepancies, ensuring all transactions are reconciled accurately. Key tasks include documentation mapping, master exhibit maintenance, and accounts payable management. The candidate will be responsible for tracking file statuses, posting cheques, maintaining data sheets, and generating payment reports. Proficiency in Excel is essential, along with strong organizational skills to manage documentation and reconciliation tasks efficiently. This role requires attention to detail and a focus on data accuracy.","Excel proficiency, Accounts reconciliation, Payable management, Cheque posting, Master data servicing, Master exhibit management, File status tracking, Documentation mapping, Cheque copies maintenance",,,,,,,,,,,,,,,,,,,,,,,
Financial Analyst,"This role involves conducting market research, assisting in business and financial plan creation, and performing in-depth financial forecasting and analysis. The candidate will generate performance reports, analyze past results, and establish cost analysis procedures to drive data-driven recommendations. Additional responsibilities include developing automated reporting tools and performing data mining and valuation comparisons to support strategic decisions. The ideal candidate has a strong foundation in financial analysis principles, proficiency in Excel, and a tech-savvy mindset, with 2-5 years of experience in a financial analysis role.","Financial analysis, Financial forecasting, Excel proficiency, Financial modeling, Report generation, Market research, Business intelligence, Data mining, Comparative analysis, Cost analysis, Variance analysis, Process improvement, Optimization",,,,,,,,,,,,,,,,,,,,,,,
Financial Analyst,"In this role, the candidate will enhance financial models, conduct detailed budgeting and forecasting, and support the preparation of financial statements with management reports. Responsibilities include reconciling accounting standards differences, refining dashboards, managing monthly electricity revenue and costs, and supporting team standardization efforts in financial reporting. An advanced background in Excel, along with 5+ years in financial analysis, ideally within power plants, is essential. A bachelor’s degree in Accounting or a related field is required, with CA/ACCA preferred.","Financial modeling, Budgeting, Forecasting, Financial statement preparation, Accounting standards, Dashboard enhancement, Revenue management, Cost analysis, Advanced Excel proficiency",,,,,,,,,,,,,,,,,,,,,,,
Financial Analyst,"This role centers on managing client-directed accounts tasks, adhering to client guidelines, and consistently meeting set targets to ensure high client satisfaction. Key responsibilities include comprehensive reporting on accounts payable, account reductions, and closings, along with shift reporting and task prioritization as assigned. The ideal candidate will maintain KPIs to meet established standards, ensuring accurate, timely completion of all tasks.","Accounts payable management, Financial reporting, KPI maintenance, Task prioritization, Shift reporting",,,,,,,,,,,,,,,,,,,,,,,
Financial Analyst,"This role involves conducting in-depth financial analyses and creating strategic documents for businesses, including business plans, investor proposals, and market research reports. Responsibilities include assessing financial health, identifying market trends, and generating detailed presentations with key insights to support client decision-making. The ideal candidate will have a strong finance background, proficiency in MS Office, and excellent writing skills for delivering clear, impactful reports.","Financial analysis, Business plan development, Competitor research, market research, Financial forecasting, Presentation , reporting skills, Microsoft Office Suite, English Proficiency",,,,,,,,,,,,,,,,,,,,,,,
Financial Analyst,"This position involves assisting in the preparation of annual budgets and financial forecasts, analyzing financial performance against these targets, and presenting cost updates monthly. The role requires conducting ad-hoc analyses and financial modeling to aid decision-making, investigating variances between actual and budgeted results, and supporting analytical frameworks for quantitative decisions. The ideal candidate will possess strong analytical skills, advanced Excel capabilities, and experience with SAP, along with excellent communication and collaboration skills.","Budget preparation, Financial forecasting, Variance analysis, Financial modeling, Management reporting, Advanced Excel proficiency, SAP, Analytical, problem-solving skills, Communication, presentation skills",,,,,,,,,,,,,,,,,,,,,,,
Financial Analyst,"The Financial Analyst will be responsible for delivering comprehensive financial reporting, forecasting, and analysis to support account executives and management. This role involves preparing monthly, quarterly, and annual financial results, maintaining sales forecasts, and providing insights into profitability and performance. The ideal candidate should have a strong background in financial analysis, proficiency in Excel, and the ability to collaborate effectively in a fast-paced environment.","Financial reporting, Financial forecasting, Budgeting, Profitability analysis, Sales forecasting, Commission calculations, Financial modeling, Data accuracy, data integrity, accounting standards, Excel proficiency, financial software, problem-solving skills, Communication skills, Attention to detail",,,,,,,,,,,,,,,,,,,,,,,
Financial Analyst,"Seeking a Financial Analyst to support business review processes, financial reporting, and strategic planning. The candidate will analyze financial performance, manage cash flow risks, and contribute to budgeting and forecasting efforts. With a strong background in finance and advanced analytical skills, the Financial Analyst will play a key role in driving business performance improvements and collaborating with cross-functional teams to achieve financial goals.","Financial reporting, Business performance analysis, Data analysis, data correlation, Risk assessment, Cash flow management, Budgeting, forecasting, Strategic planning, Financial modeling, Microsoft Excel proficiency, Financial data analytics, Dashboarding tools, Power BI, Tableau, IFRS, UK GAAP, Corporate valuation methods",,,,,,,,,,,,,,,,,,,,,,,
Financial Analyst,"The role involves assisting in developing strategic financial plans and budgets while conducting thorough forecasting and analysis to support decision-making processes. The candidate will generate comprehensive financial reports, analyze costs and revenue streams, monitor expenses, and conduct ad-hoc analysis to identify opportunities for profitability. Additionally, collaboration with other departments will enhance cross-functional processes, particularly in ERP implementation and finance module optimization.","Strategic financial planning, Budget development and management, Financial forecasting and analysis, Financial modeling, Financial reporting, Report generation, presentation, Cost analysis, revenue analysis, Expense monitoring, Ad-hoc financial analysis, Cross-functional collaboration, ERP implementation and finance module optimization, Proficient in MS Office, Advanced Excel proficiency, Word, PowerPoint, Power BI",,,,,,,,,,,,,,,,,,,,,,,
Financial Analyst,"The Staff Accountant will be responsible for maintaining financial records, processing accounts payable and receivable, managing invoices and tax payments, and generating financial reports. Key responsibilities include recording daily financial transactions, reconciling accounts, preparing journal entries, and ensuring compliance with IFRS. The ideal candidate will possess an Accounting degree and experience with Microsoft Dynamics GP, demonstrating attention to detail and accuracy in all financial dealings.","Financial record maintenance, Accounts payable and receivable processing, Invoice management, Tax payment management, Financial reporting and analysis, Reconciliation , Journal entry preparation, Foreign exchange, transfer pricing journals, SmartView reporting, Microsoft Dynamics GP, Compliance with IFRS",,,,,,,,,,,,,,,,,,,,,,,
Financial Analyst,"The role focuses on financial modeling for various infrastructure projects, including roads, highways, and water supply systems. Responsibilities include report writing and presentations, requiring proficiency in MS Word and PowerPoint. A strong understanding of financial statements and taxation is essential, along with knowledge of Public-Private Partnerships (PPP), capital budgeting techniques, and capital structuring. The ideal candidate will utilize MS Excel for detailed financial analysis to support project development and investment decisions.","Financial modeling, Excel proficiency, Report writing, MS Word, Presentation skills, MS PowerPoint, financial statements, taxation principles, Public-Private Partnership concepts, capital budgeting techniques, capital structuring",,,,,,,,,,,,,,,,,,,,,,,
Sales Executive,"This role focuses on driving business growth by promoting and selling products, delivering outstanding customer service, and meeting sales targets through strategic market research. The candidate will need excellent communication and negotiation skills, along with experience in CRM software to effectively manage customer relationships. Success in this position will involve a strong ability to work in a fast-paced environment while consistently achieving sales targets.","Sales, Customer Service, Market Research, Analysis, Communication, Negotiation, CRM software",,,,,,,,,,,,,,,,,,,,,,,
Sales Executive,"This role centers on providing exceptional service to international clients by addressing inquiries, overseeing smooth transactions, and ensuring customer satisfaction throughout the sales process. The candidate will actively expand customer relationships, foster new connections, and deliver efficient post-sales support to sustain high-quality client experiences. Strong communication and negotiation skills are essential, along with a demonstrated ability to manage multiple responsibilities effectively.","Communication, Negotiation, Customer Service, Sales, Multitasking",,,,,,,,,,,,,,,,,,,,,,,
Sales Executive,"This full-time role requires effective communication and PR skills, along with basic negotiation and selling abilities to engage with clients. Proficiency in MS Office and excellent English communication are essential for success.","Spoken English, negotiation, selling, communication, Public Relations, MS Office",,,,,,,,,,,,,,,,,,,,,,,
Sales Executive,"The role focuses on generating leads through cold calling and working on platforms to convert prospects into customers. Responsibilities include building lasting client relationships, meeting sales targets, and collaborating with internal teams to enhance customer experience. Success in this role requires strong communication, negotiation, and IT knowledge, along with familiarity with Customer Relationship Management software and sales tools.","Cold Calling, Lead Generation, Upwork, IT Knowledge, Communication, Persuasion, Negotiation, CRM Software, Sales Tools, Digital Marketing, Software as a Service Products",,,,,,,,,,,,,,,,,,,,,,,
Sales Executive,"This position involves selling a range of educational courses to prospective clients, with a focus on setting appointments and closing sales through high-volume calls. Key responsibilities include leveraging Customer Relationship Management tools, handling objections, and crafting targeted presentations and emails. Success in this role requires strong English communication skills, service sales experience, and proficiency with scheduling tools.","English Communication Skills, Appointment Setting, Scheduling Tools, Persuasion, Negotiation, Service Sales, Customer Relationship Management Tools, Presentation Skills",,,,,,,,,,,,,,,,,,,,,,,
Sales Executive,"This role involves presenting and promoting services to customers, both through direct outreach via cold calling and email. Key responsibilities include meeting sales targets, collaborating with team members, and effectively communicating service benefits to prospective customers. Fresh and experienced candidates are encouraged to apply, provided they have strong communication skills and a target-oriented approach.","Communication Skills, Cold Calling, Email Outreach, Target Orientation",,,,,,,,,,,,,,,,,,,,,,,
Sales Executive,"This role focuses on handling customer interactions with confidence, patience, and diplomacy, while generating leads and building strong, profitable relationships. Responsibilities include understanding and addressing the individual needs of key customers, utilizing negotiation and influencing skills to drive sales, and fostering lasting connections. Candidates with experience in RSP and publication campaigns are preferred for morning and evening shifts.","Communication Skills, Customer Handling, Lead Generation, Negotiation Skills, Influencing Skills, Relationship Building",,,,,,,,,,,,,,,,,,,,,,,
Sales Executive,"This role involves engaging in outbound sales calls, targeting customers, and driving sales to achieve performance goals. The ideal candidate should be fluent in English, adept at handling multiple tasks efficiently, and possess strong selling skills. This position offers a target-based salary and growth opportunities within a multinational environment, making it suitable for business graduates and experienced telesales professionals.","English Communication skills, Outbound Call Handling, Multi-tasking, Sales Skills",,,,,,,,,,,,,,,,,,,,,,,
Sales Executive,"The ideal candidate will engage in selling social media marketing services through various channels, including online and traditional methods. Responsibilities include conducting market research to identify new business opportunities and interacting with potential clients to present offerings and negotiate deals. The role requires strong communication skills, business acumen, and a detail-oriented approach, making it suitable for fresh graduates or current students with a background in marketing, sales, or social media.","Social Media Marketing, Market Research, Negotiation Skills, Sales Skills, Effective Communication, Business Acumen, Detail-oriented",,,,,,,,,,,,,,,,,,,,,,,
Sales Executive,"The ideal candidate should possess strong English communication skills and demonstrate experience in sales and customer service. A passion for technology and a self-motivated, target-driven attitude are essential, making this an excellent opportunity for freshers eager to start their careers.","English Communication skills, Sales Experience, Customer Service Experience, Tech-savvy, Self-motivated, Target-driven",,,,,,,,,,,,,,,,,,,,,,,
Sales Executive,"The role involves engaging with builders, contractors, and homeowners through daily site visits to promote UPVC window and door products. The successful candidate will collaborate with the sales manager and fabricators to prepare accurate quotations and develop new business opportunities while monitoring market trends. Strong communication, negotiation skills, and sales experience in building materials are essential for success in this position.","Field Sales, Customer Relationship Management, UPVC Products Knowledge, Communication Skills, Negotiation Skills, Interpersonal Skills, MS Office Proficiency, CRM Software",,,,,,,,,,,,,,,,,,,,,,,
Human Resources Manager,"The role involves sourcing, attracting, and interviewing prospective employees to align with the company's long-term goals, working closely with hiring managers and human resources. The successful candidate will utilize various channels to identify talent, conduct interviews, and build a network of potential candidates while promoting the organization as an employer of choice. Strong communication skills, organizational abilities, and experience with Applicant Tracking Systems are essential for managing multiple recruitment processes effectively.","Talent Sourcing, Resume Screening, Interviewing, Collaboration, Talent Pipelines, Employer Branding, Recruitment Analytics, Offer Negotiation, Applicant Tracking Systems , Communication Skills, Organizational Skills, Networking, Problem-Solving",,,,,,,,,,,,,,,,,,,,,,,
Human Resources Manager,"The role involves overseeing the recruitment and selection process, including job postings, interviews, and onboarding, while ensuring a positive candidate experience. The ideal candidate will utilize various sourcing methods to attract top-tier talent, analyze recruitment metrics for strategy improvements, and promote a positive workplace culture. Strong communication and interpersonal skills are essential, along with experience in recruiting.","Recruitment, Candidate Interviewing, Sourcing Methods, Offer Negotiation, Recruitment Metrics Analysis, HR Record Maintenance, Compensation and Benefits Administration, Workplace Culture Promotion, Talent Management, Communication Skills, Microsoft Office",,,,,,,,,,,,,,,,,,,,,,,
Human Resources Manager,"In the role of Human Resource Assistant, you will manage daily HR functions, focusing on administrative tasks and enforcing company policies. Responsibilities include maintaining up-to-date and confidential employee records, assisting with recruitment and onboarding, and supporting line managers with HR projects and initiatives. Your role will also involve handling employment-related inquiries and conducting background checks to ensure compliance with hiring practices.","Human Resources Administration, Employee Record Management, Human Resources Information Systems, Project Support, Inquiry Handling, Background Checks, Onboarding, Grievance Management, Recruitment Assistance, Interviewing",,,,,,,,,,,,,,,,,,,,,,,
Human Resources Manager,"As an HR Manager, you will oversee all human resource functions within the organization, ensuring compliance with labor laws and fostering a positive workplace culture. Your responsibilities will include developing HR strategies aligned with company goals, managing employee relations and recruitment, and implementing training programs to drive engagement and retention. With a focus on performance management and reporting, you will support senior management in making informed HR decisions.","HR Strategy Development, Recruitment Management, Employee Relations, Talent Retention, Labor Law Compliance, Compensation Management, Benefits Administration, Performance Management, Training and Development, HR Reporting",,,,,,,,,,,,,,,,,,,,,,,
Human Resources Manager,"In this role, you will manage the recruitment strategy for identifying and assessing talent across various business units, working closely with recruiters to ensure effective sourcing and interviewing techniques. You will lead initiatives to optimize the grading structure, compensation programs, and job descriptions while ensuring compliance with HR policies and legal requirements. Utilizing HR analytics, you will provide insights on workforce metrics and enhance the efficiency of HR shared services to drive organizational performance.","Recruitment Strategy Management, Sourcing Platforms Management, Interview Techniques, Job Evaluation, Employment Processes, Legal Compliance, Grading Structure Recommendations, Job Description Creation, HR Administration, Payroll Compliance, HR Analytics, People Data Interpretation, Employee Record Management, Vendor Liaison, Policy Development, Talent Management Collaboration, HR Team Supervision, HR Efficiency Improvement",,,,,,,,,,,,,,,,,,,,,,,
Human Resources Manager,"In this role, you will manage the entire recruitment process, from developing job descriptions to conducting interviews and overseeing new employee onboarding. You will implement performance management systems and support employee development while ensuring compliance with labor laws and organizational policies. Additionally, you will utilize HR analytics to track key metrics and foster a positive workplace culture, contributing to the overall success of the organization.","Recruitment, Candidate Sourcing, Interviewing, Employee Onboarding, Performance Management, Policy Development, Employee Relations, Conflict Resolution, Compensation Management, Benefits Administration, Payroll Administration, Training Needs Analysis, Professional Development Coordination, Labor Law Compliance, HR Analytics, Succession Planning",,,,,,,,,,,,,,,,,,,,,,,
Human Resources Manager,"As an HR Manager with at least five years in human resources within the tech industry, you will plan, develop, and execute HR policies, processes, and training initiatives to support organizational goals. In this role, you’ll manage the talent acquisition process, oversee onboarding, support employee relations, handle performance management, and generate HR metrics for decision-making. Additionally, you will manage payroll, budgets, and legal matters, ensuring confidentiality and fostering a positive work environment.","Policy Development, Human Resources Process Implementation, Talent Acquisition, Recruitment, Interviewing, Onboarding, Conflict Resolution, Employee Development, Engagement and Retention, Performance Management, Employee Relations, HR Metrics Reporting, Payroll Management, Budget Management, Contract Tracking, Legal and Tax Liaison, Communication Skills, Writing Skills, Interpersonal Skills, Leadership Skills, Decision-Making Skills, Discretion",,,,,,,,,,,,,,,,,,,,,,,
Human Resources Manager,"The role oversee HR practices and processes, focusing on recruitment, employee relations, compliance, and performance management to align with company goals. This role ensures smooth onboarding, manages HR records, develops policies to support a positive culture, and collaborates with management to integrate HR strategies with business objectives. Ideal candidates have strong interpersonal skills, experience in HRIS and payroll administration, and are proficient in English, with a focus on maintaining compliance and effective employee relations.","Recruitment Process Management, Employee Relations, Conflict Resolution, Performance Management, Compliance Knowledge, HR Policy Development, Employee Records Management, HR Strategy Alignment, HRIS Proficiency, Payroll Administration, Benefits Management, Problem Solving, Multi-Tasking, English Proficiency, Communication Skills",,,,,,,,,,,,,,,,,,,,,,,
Human Resources Manager,"This role focuses on recruiting, onboarding, and nurturing talent while overseeing HR functions like benefits administration, conflict resolution, and policy development. The manager will lead junior HR staff, ensure compliance with health and safety standards, and maintain workplace confidentiality. This position suits a candidate who is detail-oriented, connects well with employees, and is experienced in managing and refining HR systems to adapt to workforce changes.","Employee Recruitment, Onboarding, Staff Training, Conflict Mediation, Administrative Skills, Performance Reviews, Wage Reviews, HR Policy Development, Report Creation, Presentation Skills, Health and Safety Compliance, Team Leadership, Confidentiality Management, Counseling, Discretion, Employee Grievance Resolution",,,,,,,,,,,,,,,,,,,,,,,
Human Resources Manager,"This HR Manager role requires a candidate experienced in HR management with a strong grasp of recruitment, policy compliance, and employee relations, particularly for IT roles. Key responsibilities include handling HR functions like recruitment, onboarding, benefits administration, and performance management, while maintaining employee records and data confidentiality. The ideal candidate will be proactive, highly organized, and adept at managing HR processes to support company standards and legal requirements.","Recruitment and Selection, Employee Onboarding, Benefits Administration, HR Policy Development, Compliance Management, Performance Management, Disciplinary Actions, Conflict Resolution, Employee Relations, Data Confidentiality, IT Recruitment, Payroll Management, Employment Law Knowledge, HRIS Proficiency, Microsoft Office Suite, Organizational Skills, SHRM or HRCI Certification",,,,,,,,,,,,,,,,,,,,,,,
